value,description,name,table
NYC,VISITING JUDGE 5,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,VISITING JUDGE 6,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,VISITING JUDGE 7,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,VISITING JUDGE 8,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,VISITING JUDGE 9,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,"PEREZ-GUZMAN, VIRGINIA  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,"CASSIDY, WILLIAM A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,"DURLING, WALTER A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,"PETERSON, WILLIAM C.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,"JANKUN, WILLIAM F.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,"ISKRA, WAYNE  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,"MARTIN, WILLIAM J.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,"HOUSER, WAYNE K., JR.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,"MCDERMOTT, WILLIAM",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,"JOYCE, WILLIAM  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,"KELLY, WYNNE P.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,"ROBIE, WILLIAM R.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,"RUEHLE, WALTER H.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,"STRASSER, WILLIAM  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,"WYKE, WILLIAM VAN",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,"DAVIS-GUMBS, XIOMARA DIANA",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYC,FORMER IMMIGRATION JUDGE,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"KHAN, AMIENA A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"VOMACKA, ALAN A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"CHUGH, AMIT  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"PETRONE, ANTHONY D., JR.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"PAGE, ALAN L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"DEGAETO, ANTHONY M.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"OPACIUCH, ADAM  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"ELSTEIN, ANNETTE S.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"GARCY, ANNIE S.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"SEGAL, ALICE  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"POCZTER, AVIVA L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"NELSON, BARBARA A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"LAFOREST, BRIGITTE  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"HART, BRANDON L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"PALMER, BRIAN T.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"CONROY, CHARLES R.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"MAURY, CARLOS E.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"PAZAR, CHARLES E.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"LYONS, JOREN  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"ADKINS-BLANCH, CHARLES  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,CLERICAL TRANSFER CODE,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"Rey Caldas, Carmen",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"Rankin-Yates, Clarease  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"THIELEMANN, CHRISTOPHER J.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"GORDON, CYNTHIA  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"MEISNER, DANIEL A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"SCHOPPERT, DOUGLAS B.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"ELLER, DONALD R., JR.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"FREEMAN, D'ANNA H.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"WEISS, DANIEL H.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"LIVINGSTON, DONN L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"NEAL, DAVID L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"THOMPSON, DONALD W., JR.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"LAMB, ELIZABETH A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"BALES, ERIC C.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"WILSON, EARLE B",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"CABRERA, ESMERALDA  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"DOUCHY, EVALYN P.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"LEEDS, FREDERIC G.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"LYONS, FRANCIS J.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"CRAMER, FRANCIS L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"PRIETO, FRANCISCO R.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"VIDELA, GABRIEL C.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"MCPHAUL, GLENN P.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"CHEW, GEORGE T.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"SACKS, GORDON W.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"MEYERSON, GREGORY Z.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"COHEN, HOWARD I.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"SICHEL, HELEN  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"MARTINEZ, HUGO R.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"DOGIN, HENRY S.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,IAD Judge,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"MAY, JENNIFER A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"BUKSZPAN, JOANNA M.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"CHRISTENSEN, JESSE B.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"BASHORE, JACOB D.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"CLEMENTE, JESUS  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"SPONZO, JEM C.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"MILLER, JOE D.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"BALASQUIDE, JAVIER E.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"GOSSART, JOHN F., JR.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"CREWS, JOHN G., II",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"SPEER, JOHN K.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"LOPREST, F. JAMES, JR.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"MCCARTHY, JAMES M.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"SIMONET, JOSE S.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"LEONARD, JOSEPH T.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"ZLATOW, JEFFREY  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"Sydnor, Kelley N",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"JOSEPHSON, KENNETH  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"JOHNSON, KELLY S.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"LING, LISA W.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"RAMIREZ, LAURA L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"GEISSE, LORETO  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"FARBER, LAUREN T.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"LEVINSKY, MITCHELL A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"MOHAN, MARY ANN",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"GRANT, M. CHRISTOPHER",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"HORN, MICHAEL C.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"HORTON, MONTE J.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"NAVARRO, MARIA E.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"KOLBE, MARGARET  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"LURYE, MARIA  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"CHENG, MARY  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"MCFARLAND, MICHAEL G.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"TSANKOV, MIMI  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"TADAL, MIRLANDE  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"GUIDRY, MONICA THOMPSON",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"UDDIN, MARIUM S.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"FERRIS, NOEL A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"BRENNAN, NOEL A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"VARGAS-PADILLA, NELSON A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"GORDON, NATHAN W.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"CASSIN, OLIVIA L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"ROHAN, PATRICIA A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"DONNOLO, PAULA  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"MONTANTE JR, PHILIP J.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"BUCHANAN, PATRICIA L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"MORACE, PHILIP L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"MCMANUS, MARGARET  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"COHEN, RAISA  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"BROWN, ROBERT  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"JACOBS, RICHARD C.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"PETERS, ROSE  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"WEISEL, ROBERT D.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"SAGERMAN, ROGER F.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"ERWIN, R. LEE",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"RENNER, RENEE L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"ZAGZOUG, RANDA  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"ROSENBERG, SYDNEY B.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"CASTRO, SUSAN E.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"HOM, SANDY  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,JUDGE ON DOWNSTATE DETAIL,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"MARKS, STEPHANIE J.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"KANDAH, SABRI  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"BURR, SARAH M.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"ELLISON, SARAH M.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"ABRAMS, STEVEN R.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"SCHOOLS, SHELLY W.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"YARBROUGH, SUSAN  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"BAIN, TERRY A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"MULLIGAN, THOMAS J.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"RAGNO, THOMAS M.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"WRIGHT, VIRNA A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"GORDON-URUAKPA, VIVIENNE E.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,VISITING   JUDGE,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,VISITING JUDGE 1,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,VISITING JUDGE 2,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,VISITING JUDGE 3,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,VISITING JUDGE 4,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,VISITING JUDGE 5,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"NAIL, WILLIAM F., JR.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"ISKRA, WAYNE  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"MARTIN, WILLIAM J.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"HOUSER, WAYNE K., JR.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"ABBOTT, WILLIAM L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"ROBIE, WILLIAM R.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"STRASSER, WILLIAM  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,"WYKE, WILLIAM VAN",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYD,FORMER IMMIGRATION JUDGE,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"KHAN, AMIENA A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"JEANNOPOULOS, AMANDA",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Koppenhofer, Andrea",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"PERL, ADAM",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"POCZTER, AVIVA L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Hewitt, Andrew",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"NELSON, BARBARA A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"IMBACUAN, BRUCE",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Laforest, Brigitte",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"HART, BRANDON L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"SARDELLI, BRIAN",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"PALMER, BRIAN T.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"CONROY, CHARLES R.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"JOHNSON-PAPILLO, CARRIE C.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"London, Charlesa E.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"GLASER-ALLEN, COLLEEN",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Krasinski, Carolyn",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Rey Caldas, Carmen",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Ouslander, Charles",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"THIELEMANN, CHRISTOPHER J.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"HINDS ROACH, DENISE A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Dodd, Diane",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"ERICKSON, DAVID",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"ELLER, DONALD R., JR.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"FREEMAN, D'ANNA H.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"KULICK, DAWN",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Nassar, Dania",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"NORKIN, DAVID",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"REID, DARA",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"FARRAR-CROCKETT, EMILY",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"ALEXANDER, ERIN",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"DOUCHY, EVALYN P.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Leeds, Frederic G.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"HOOVER, FORREST W., III",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"PRIETO, FRANCISCO R.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"HOM, HOWARD C.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"MART, H. KEVIN",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"MARTINEZ, HUGO R.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,IAD Judge,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"MAY, JENNIFER A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"CHRISTENSEN, JESSE B.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"BASHORE, JACOB D.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Chung, Jennifer",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"SPONZO, JEM C.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"DeCure, John",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"FERGUSON, JASON D.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Durkin, Jennifer",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"McCarthy, James F., III",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"GRIM, JAMES K.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"CREWS, JOHN G., II",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"BURNS, JOHN",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"LOPREST, F. JAMES, JR.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"MCKEE, JAMES",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"MCCARTHY, JAMES M.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"HENDERSON, JOHN",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"SIEMIETKOWSKI, JOHN",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"CORTES, JOHN W.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"LEONARD, JOSEPH T.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Dandelet, Kyle",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Sydnor, Kelley N",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"TAYLOR, KHALILAH",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"HANSEN, KATHERINE L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"AUH, KYUNG S.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"LING, LISA W.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"MULLICAN, LEILA MCNEILL.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"PIERRO, LAURA N.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"FARBER, LAUREN T.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Billings, Lucy",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"CARR, M. AUDREY",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"HORTON, MONTE J.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"NAVARRO, MARIA E.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"KOLBE, MARGARET  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"LLOYD, MICHAEL",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"LURYE, MARIA  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"CHENG, MARY",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"MCFARLAND, MICHAEL G.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"MILLER, MONTE G.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"TSANKOV, MIMI  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"GUIDRY, MONICA THOMPSON",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"UDDIN, MARIUM S.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"BRENNAN, NOEL A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"CASSIN, OLIVIA L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"COHEN, RAISA  ",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"JACOBS, RICHARD C.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"DRUCKER, RICHARD",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"SAGERMAN, ROGER F.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Averwater, Richard J.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Gundlach, Robert",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Lopez, Silvia",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"BURNHAM, SHAYNE R.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Lazare-Raphael, Shirley",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"MAZZIE, SARAH B.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"ELLISON, SARAH M.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"MCNULTY, SHEILA",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Rubin, Shifra",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"SCHOOLS, SHELLY W.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"BAIN, TERRY A.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"LEBRETON, TANAWA",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Peal, Tiesha",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Aliferis, Themistoklis",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"MULLIGAN, THOMAS J.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"BARTLESON, THOMAS",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"MUNGOVEN, THOMAS",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"ul-Haq, Ubaid",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"GHARTEY, VICTORIA L.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"GORDON-URUAKPA, VIVIENNE E.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,VISITING JUDGE 1,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,Visiting Judge 2,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,Visiting Judge 3,judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"MCDERMOTT, WILLIAM",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
NYV,"Wedderburn, Wendy",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
OAK,"Anderson, Amelia",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
OAK,"BEHNE, AUDRA R.",judge_city,inputs/Lookup/tblLookupJudgeBaseCity.csv
