value,description,name,table
ENG,ENGLER CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblInmateHousing.csv
FCI,FOX LAKE CORRECTIONAL INSTITUTION                 ,inmate,inputs/Lookup/tblInmateHousing.csv
FPR,FRANKLIN PRE RELEASE CENTER                       ,inmate,inputs/Lookup/tblInmateHousing.csv
GCC,GALESBURG CORRECTIONAL CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
GFT,GRAFTON CORRECTIONAL INSTITUTION                  ,inmate,inputs/Lookup/tblInmateHousing.csv
GRA,GRAHAM CORRECTIONAL CENTER                        ,inmate,inputs/Lookup/tblInmateHousing.csv
GRE,GREEN BAY CORRECTIONAL INSTITUTION                ,inmate,inputs/Lookup/tblInmateHousing.csv
GUS,GUS HARRISON FACILITY                             ,inmate,inputs/Lookup/tblInmateHousing.csv
HAN,HANDLON CORRECTIONAL FACILITY                     ,inmate,inputs/Lookup/tblInmateHousing.csv
HAS,HASTINGS CORRECTIONAL CENTER                      ,inmate,inputs/Lookup/tblInmateHousing.csv
HC ,HARRSION CORRECTIONAL FACILITY                    ,inmate,inputs/Lookup/tblInmateHousing.csv
HCC,HILL CORRECTIONAL CENTER                          ,inmate,inputs/Lookup/tblInmateHousing.csv
HCF,HUTCHINSON CORRECTIONAL FACILITY                  ,inmate,inputs/Lookup/tblInmateHousing.csv
HCK,HOCKING CORRECTIONAL FACILITY                     ,inmate,inputs/Lookup/tblInmateHousing.csv
HCW,HUTCHINSON CORRECTIONAL WORK FACILITY             ,inmate,inputs/Lookup/tblInmateHousing.csv
HIA,HIAWATHA TEMPORARY FACILITY                       ,inmate,inputs/Lookup/tblInmateHousing.csv
IAP,IOWA STATE PENITENTARY                            ,inmate,inputs/Lookup/tblInmateHousing.csv
ICD,IOWA DEPARTMENT OF CORRECTIONS                    ,inmate,inputs/Lookup/tblInmateHousing.csv
ICW,IOWA CORRECTIONAL INSTITUTE FOR WOMEN             ,inmate,inputs/Lookup/tblInmateHousing.csv
IDC,IOWA DEPARTMENT OF CORRECTIONS-WORK RELEASE CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
IMA,IOWA MEDICAL AND CLASSIFICATION CENTER            ,inmate,inputs/Lookup/tblInmateHousing.csv
IMR,IOWA MEN'S REFORMATORY                            ,inmate,inputs/Lookup/tblInmateHousing.csv
IND,INDIANA STATE PRISON                              ,inmate,inputs/Lookup/tblInmateHousing.csv
ION,IONIA CORRECTIONAL FACILITY                       ,inmate,inputs/Lookup/tblInmateHousing.csv
IRC,ILLINOIS RIVER CORRECTIONAL INSTITUTION           ,inmate,inputs/Lookup/tblInmateHousing.csv
ISF,INDIANA STATE FARM                                ,inmate,inputs/Lookup/tblInmateHousing.csv
ISP,INDIANA STATE PRISON                              ,inmate,inputs/Lookup/tblInmateHousing.csv
ISR,INDIANA STATE REFORMATORY                         ,inmate,inputs/Lookup/tblInmateHousing.csv
IWP,INDIANA WOMEN'S PRISON                            ,inmate,inputs/Lookup/tblInmateHousing.csv
IYC,INDIANA YOUTH CENTER                              ,inmate,inputs/Lookup/tblInmateHousing.csv
JAC,JACKSON STATE PRISON - CENTRAL                    ,inmate,inputs/Lookup/tblInmateHousing.csv
JAK,JACKSONVILLE CORRECTIONAL CENTER                  ,inmate,inputs/Lookup/tblInmateHousing.csv
JCF,JACKSON COTTON FACILITY                           ,inmate,inputs/Lookup/tblInmateHousing.csv
JCI,JACKSON CORRECTIONAL INSTITUTION                  ,inmate,inputs/Lookup/tblInmateHousing.csv
JOL,JOLIET CORRECTIONAL CENTER                        ,inmate,inputs/Lookup/tblInmateHousing.csv
KCC,KENOSHA CORRECTIONAL CENTER                       ,inmate,inputs/Lookup/tblInmateHousing.csv
KCF,KINROSS CORRECTIONAL FACILITY                     ,inmate,inputs/Lookup/tblInmateHousing.csv
KEN,KENT COUNTY CORRECTIONAL FACILITY                 ,inmate,inputs/Lookup/tblInmateHousing.csv
KMC,KETTLE MORAINE CORRECTIONAL INSTITUTION           ,inmate,inputs/Lookup/tblInmateHousing.csv
KSC,KANSAS STATE CORRECTION INSTITUTION               ,inmate,inputs/Lookup/tblInmateHousing.csv
KSI,KANSAS STATE INDUSTRIAL REFORMATORY               ,inmate,inputs/Lookup/tblInmateHousing.csv
LAK,METROPOLITAN CORRECTIONAL FACILITY/LINO LAKES     ,inmate,inputs/Lookup/tblInmateHousing.csv
LCC,LINCOLN CORRECTIONAL CENTER                       ,inmate,inputs/Lookup/tblInmateHousing.csv
LCF,LANSING CORRECTIONAL FACILITY                     ,inmate,inputs/Lookup/tblInmateHousing.csv
LCI,LORAIN CORRECTIONAL INSTITUTION                   ,inmate,inputs/Lookup/tblInmateHousing.csv
LEB,LEBANON CORRECTIONAL INSTITUTE                    ,inmate,inputs/Lookup/tblInmateHousing.csv
LEC,LAKE ERIE CORRECTIONAL INSTITUTION                ,inmate,inputs/Lookup/tblInmateHousing.csv
LEV,UNITED STATES PENITENTIARY LEAVENWORTH            ,inmate,inputs/Lookup/tblInmateHousing.csv
LEX,FEDERAL CORRECTIONAL INSTITUTION                  ,inmate,inputs/Lookup/tblInmateHousing.csv
LIM,LIMA CORRECTIONAL INSTITUTE                       ,inmate,inputs/Lookup/tblInmateHousing.csv
LIN,LINCOLN CORRECTIONAL CENTER                       ,inmate,inputs/Lookup/tblInmateHousing.csv
LLC,LAKELAND CORRECTIONAL FACILITY                    ,inmate,inputs/Lookup/tblInmateHousing.csv
LOG,LOGAN CORRECTIONAL CENTER                         ,inmate,inputs/Lookup/tblInmateHousing.csv
LON,LONDON CORRECTIONAL INSTITUTE                     ,inmate,inputs/Lookup/tblInmateHousing.csv
MAD,MADISON CORRECTIONAL INSTITUTE                    ,inmate,inputs/Lookup/tblInmateHousing.csv
MAQ,MARQUETTE BRANCH PRISON                           ,inmate,inputs/Lookup/tblInmateHousing.csv
MAR,MARION CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblInmateHousing.csv
MCB,MACOMB REGIONAL FACILITY                          ,inmate,inputs/Lookup/tblInmateHousing.csv
MCF,MINNESOTA CORRECTIONAL FACILITY - STILLWATER      ,inmate,inputs/Lookup/tblInmateHousing.csv
MDC,METROPOLITAN DETENTION CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
MEN,MENARD                                            ,inmate,inputs/Lookup/tblInmateHousing.csv
MFF,MINNESOTA CORRECTIONAL FACILITY - FARIBAULT       ,inmate,inputs/Lookup/tblInmateHousing.csv
MID,MID-MICHIGAN CORRECTIONAL FACILITY                ,inmate,inputs/Lookup/tblInmateHousing.csv
MLK,METROPOLITAN CORRECTIONAL FACILITY/MOOSE LAKE     ,inmate,inputs/Lookup/tblInmateHousing.csv
MLL,MINNESOTA CORRECTIONAL FACILITY-LINO LAKES        ,inmate,inputs/Lookup/tblInmateHousing.csv
MNS,MANSFIELD CORRECTIONAL INSTITUTION                ,inmate,inputs/Lookup/tblInmateHousing.csv
MON,MONTGOMERY EDUCATION AND PRE-RELEASE CENTER       ,inmate,inputs/Lookup/tblInmateHousing.csv
MOP,MINNESOTA CORRECTIONAL FACILITY-OAK PARK HEIGHTS  ,inmate,inputs/Lookup/tblInmateHousing.csv
MOU,MOUND REGIONAL FACILITY                           ,inmate,inputs/Lookup/tblInmateHousing.csv
MPI,MOUNT PLEASANT CORRECTIONAL FACILITY              ,inmate,inputs/Lookup/tblInmateHousing.csv
MR ,MICHIGAN REFORMATORY                              ,inmate,inputs/Lookup/tblInmateHousing.csv
MRD,MENARD PSYCH CENTER                               ,inmate,inputs/Lookup/tblInmateHousing.csv
MRF,MOUND REGIONAL FACILITY                           ,inmate,inputs/Lookup/tblInmateHousing.csv
MSA,MINNESOTA CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblInmateHousing.csv
MSP,STATE PRISON OF SOUTHERN MICHIGAN                 ,inmate,inputs/Lookup/tblInmateHousing.csv
MTA,MINNESOTA CORRECTIONAL FACILITY - SHAKOPEE        ,inmate,inputs/Lookup/tblInmateHousing.csv
MTP,MT. PLEASANT CORRECTIONAL FACILITY                ,inmate,inputs/Lookup/tblInmateHousing.csv
MTU,MICHIGAN TRAINING UNIT                            ,inmate,inputs/Lookup/tblInmateHousing.csv
MUS,MUSKEGON CORRECTIONAL FACILITY                    ,inmate,inputs/Lookup/tblInmateHousing.csv
MYC,MICHIGAN YOUTH CORRECTIONAL FACILITY              ,inmate,inputs/Lookup/tblInmateHousing.csv
NCC,NORTH CENTRAL CORRECTIONAL FACILITY               ,inmate,inputs/Lookup/tblInmateHousing.csv
NCF,NORTON CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblInmateHousing.csv
NCS,NORTH COAST CORRECTIONAL FACILITY                 ,inmate,inputs/Lookup/tblInmateHousing.csv
NCW,NEBRASKA CENTER FOR WOMEN                         ,inmate,inputs/Lookup/tblInmateHousing.csv
NDC,NEBRASKA DEPARTMENT OF CORRECTIONAL SERVICE       ,inmate,inputs/Lookup/tblInmateHousing.csv
NDE,NEBRASKA DIAGNOSTIC & EVALUATION CENTER           ,inmate,inputs/Lookup/tblInmateHousing.csv
NEW,NEWBERRY CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
NIC,NOBLE CORRECTIONAL INSTITUTION/15708 ST.ROUTE 78,inmate,inputs/Lookup/tblInmateHousing.csv
NSP,NEBRASKA STATE PENITENTIARY                       ,inmate,inputs/Lookup/tblInmateHousing.csv
OAK,OAKWOOD FORENSIC CENTER DEPT OF MENTAL HEALTH     ,inmate,inputs/Lookup/tblInmateHousing.csv
OCC,OMAHA CORRECTIONAL CENTER                         ,inmate,inputs/Lookup/tblInmateHousing.csv
OCI,OAKHILL CORRECTIONAL INSTITUTION                  ,inmate,inputs/Lookup/tblInmateHousing.csv
OCJ,OUTAGAMIE COUNTY JAIL                             ,inmate,inputs/Lookup/tblInmateHousing.csv
OHO,C/O CANDY CAIN,inmate,inputs/Lookup/tblInmateHousing.csv
OHS,OHIO STATE REFORMATORY                            ,inmate,inputs/Lookup/tblInmateHousing.csv
OHW,OHIO STATE REFORMATORY FOR WOMEN                  ,inmate,inputs/Lookup/tblInmateHousing.csv
OJI,OJIBWAY CORRECTIONAL FACILLITY                    ,inmate,inputs/Lookup/tblInmateHousing.csv
OKS,OAKS MAXIMUM FACILITY                             ,inmate,inputs/Lookup/tblInmateHousing.csv
OMC,OMAHA CORRECTIONS CENTER                          ,inmate,inputs/Lookup/tblInmateHousing.csv
OPH,METROPOLITAN CORRECTION FACILITY/OAK PARK HEIGHTS ,inmate,inputs/Lookup/tblInmateHousing.csv
ORE,OREGON CORRECTIONAL INSTITUTION                   ,inmate,inputs/Lookup/tblInmateHousing.csv
ORI,ORIENT CORRECTIONAL INSTITUTION                   ,inmate,inputs/Lookup/tblInmateHousing.csv
OSH,OSHKOSH CORRECTIONAL INSTITUTION                  ,inmate,inputs/Lookup/tblInmateHousing.csv
OSK,OSKOSH CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblInmateHousing.csv
PAR,PARNALL CORRECTIONAL FACILITY                     ,inmate,inputs/Lookup/tblInmateHousing.csv
PCC,PONTIAC CORRECTIONAL CENTER - MICHIGAN            ,inmate,inputs/Lookup/tblInmateHousing.csv
PEN,PENDLETON STATE REFORMATORY                       ,inmate,inputs/Lookup/tblInmateHousing.csv
PIC,PICKAWAY  CORRECTIONAL INSTITUTE                  ,inmate,inputs/Lookup/tblInmateHousing.csv
PON,PONTIAC CORRECTIONAL CENTER                       ,inmate,inputs/Lookup/tblInmateHousing.csv
PRC,PINE RIVER CORRECTIONAL FACILITY                  ,inmate,inputs/Lookup/tblInmateHousing.csv
RCF,RIVERSIDE CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblInmateHousing.csv
RCI,RACINE CORRECTIONAL INSTITUTION                   ,inmate,inputs/Lookup/tblInmateHousing.csv
RDC,RECEPTION DIAGNOSTIC CENTER                       ,inmate,inputs/Lookup/tblInmateHousing.csv
RHC,RICHARD A. HANDLON CORRECTIONAL FACILITY          ,inmate,inputs/Lookup/tblInmateHousing.csv
RIC,RICHLAND CORRECTIONAL INSTITUTION,inmate,inputs/Lookup/tblInmateHousing.csv
ROB,ROBINSON CORRECTIONAL CENTER                      ,inmate,inputs/Lookup/tblInmateHousing.csv
ROS,ROSS CORRECTIONAL INSTITUTE                       ,inmate,inputs/Lookup/tblInmateHousing.csv
RYN,RYAN REGIONAL CORRECTIONAL FACILITY               ,inmate,inputs/Lookup/tblInmateHousing.csv
SAG,SAGINAW REGIONAL FACILITY                         ,inmate,inputs/Lookup/tblInmateHousing.csv
SAN,FED. CORR. INSTITUTION - MR. STEVE DALESSIO       ,inmate,inputs/Lookup/tblInmateHousing.csv
SCI,STATE CORRECRTIONAL INSTITUTION AT CAMP HILL      ,inmate,inputs/Lookup/tblInmateHousing.csv
SCT,SCOTT CORRECTIONAL FACILITY                       ,inmate,inputs/Lookup/tblInmateHousing.csv
SDS,SOUTH DAKOTA STATE PENITENTIARY                   ,inmate,inputs/Lookup/tblInmateHousing.csv
SEA,SOUTHEASTERN CORRECTIONAL INSTITUTION             ,inmate,inputs/Lookup/tblInmateHousing.csv
SEC,SECURITY MEDICAL FACILITY                         ,inmate,inputs/Lookup/tblInmateHousing.csv
SHA,SHAWNEE CORRECTIONAL CENTER                       ,inmate,inputs/Lookup/tblInmateHousing.csv
SHE,SHERIDAN CORRECTOINAL CENTER                      ,inmate,inputs/Lookup/tblInmateHousing.csv
SHP,METROPOLITAN CORRECTIONAL FACILITY/SHAKOPEE       ,inmate,inputs/Lookup/tblInmateHousing.csv
SMC,SOUTHERN MICHIGAN CORRECTIONAL FACILITY           ,inmate,inputs/Lookup/tblInmateHousing.csv
SOL,"SOUTHERN OHIO CORRECTIONAL FAC. ""LUCASVILLE""      ",inmate,inputs/Lookup/tblInmateHousing.csv
SOU,SOUTHEASTERN CORRECTIONAL FACILITY                ,inmate,inputs/Lookup/tblInmateHousing.csv
SRW,STATE REFORMATORY FOR WOMEN                       ,inmate,inputs/Lookup/tblInmateHousing.csv
SSN,SPECIAL SERVICES STATE OF NEBRASKA                ,inmate,inputs/Lookup/tblInmateHousing.csv
STA,STATEVILLE CORRECTIONAL CENTER                    ,inmate,inputs/Lookup/tblInmateHousing.csv
STC,METROPOLITAN CORRECTIONAL FACILITY/ST. CLOUD      ,inmate,inputs/Lookup/tblInmateHousing.csv
STN,STANDISH MAXIMUM CORRECTIONAL FACILITY            ,inmate,inputs/Lookup/tblInmateHousing.csv
STR,STRAITS CORRECTIONAL FACILITY                     ,inmate,inputs/Lookup/tblInmateHousing.csv
TCC,TAYLORVILLE CORRECTIONAL CENTER                   ,inmate,inputs/Lookup/tblInmateHousing.csv
TCF,TOPEKA CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblInmateHousing.csv
TCI,TRUMBULL CORRECTIONAL INSTITUTION                 ,inmate,inputs/Lookup/tblInmateHousing.csv
THU,THUMB CORRECTIONAL FACILITY                       ,inmate,inputs/Lookup/tblInmateHousing.csv
TOL,TOLEDO CORRECTION INSTITUTION                     ,inmate,inputs/Lookup/tblInmateHousing.csv
TOP,RECEPTION & DIAGNOSTIC CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
TRU,TRUMBAL CORRECTIONAL INSTITUTION                  ,inmate,inputs/Lookup/tblInmateHousing.csv
USP,UNITED STATES PENITENTARY                         ,inmate,inputs/Lookup/tblInmateHousing.csv
VAN,VANDALIA CORRECTIONAL CENTER                      ,inmate,inputs/Lookup/tblInmateHousing.csv
VIE,VIENNA CORRECTIONAL CENTER                        ,inmate,inputs/Lookup/tblInmateHousing.csv
WAB,WABASH VALLEY CORRECTIONAL INSTITUTION            ,inmate,inputs/Lookup/tblInmateHousing.csv
WAR,WARREN CORRECTIONAL INSTITUTION                   ,inmate,inputs/Lookup/tblInmateHousing.csv
WAU,WAUPAN CORRECTIONAL INSTITUTION                   ,inmate,inputs/Lookup/tblInmateHousing.csv
WCC,WISCONSIN CORRECTIONAL CENTER SYSTEM              ,inmate,inputs/Lookup/tblInmateHousing.csv
WES,WESTVILLE CORRECTIONAL CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
WHC,WARDEN HILL CORRECTIONAL CENTER                   ,inmate,inputs/Lookup/tblInmateHousing.csv
WIC,WESTERN ILLINOIS CORRECTIONAL CENTER              ,inmate,inputs/Lookup/tblInmateHousing.csv
WIN,WINFIELD CORRECTIONAL FACILITY                    ,inmate,inputs/Lookup/tblInmateHousing.csv
WIS,"WISCONSIN PRISON SYS., DIV. OF INTENSIVE SANCTIONS",inmate,inputs/Lookup/tblInmateHousing.csv
WSC,WEST SHORELINE CORRECTIONAL FACILTIY              ,inmate,inputs/Lookup/tblInmateHousing.csv
CAL,CALIPATRIA STATE PRISON,inmate,inputs/Lookup/tblInmateHousing.csv
CNT,CENTINELA STATE PRISON,inmate,inputs/Lookup/tblInmateHousing.csv
SIN,SING SING,inmate,inputs/Lookup/tblInmateHousing.csv
CB6,ASPC FLR  PROTECTIVE CUSTODY/DISCIPLINARY/DEATH,inmate,inputs/Lookup/tblInmateHousing.csv
CDN,TUCSON ASP - COMPLEX DETN,inmate,inputs/Lookup/tblInmateHousing.csv
CIM,CIMIRRON UNIT - TUCSON ASP,inmate,inputs/Lookup/tblInmateHousing.csv
COC,COCHISE UNIT -  MAXIMUM CUSTODY  ASPC DOUGLAS,inmate,inputs/Lookup/tblInmateHousing.csv
COH,COCHELLA:  ASP DOUGLAS,inmate,inputs/Lookup/tblInmateHousing.csv
COK,COOK UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
COR,WINSLOW ASP -CORONADO UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
CU,CENTRAL UNIT [MAX],inmate,inputs/Lookup/tblInmateHousing.csv
DOC,ARIZONA DEPARTMENT OF CORRECTIONS,inmate,inputs/Lookup/tblInmateHousing.csv
ECH,ECHO - TUCSON ASP,inmate,inputs/Lookup/tblInmateHousing.csv
ELO,ELOY BUREAU OF PRISONS,inmate,inputs/Lookup/tblInmateHousing.csv
EU,EAST UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
FCI,FEDERAL CORRECTIONAL INSTITUTE,inmate,inputs/Lookup/tblInmateHousing.csv
GIL,GILA UNIT -  MINIMUM CUSTODY    ASPC DOUGLAS,inmate,inputs/Lookup/tblInmateHousing.csv
KAI,WINSLOW -ASP KAIBAB UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
LOC,LOCK UP - ASP DOUGLAS,inmate,inputs/Lookup/tblInmateHousing.csv
MAN,TUCSON ASP-WOMENS UNIT   *MANZANITA*,inmate,inputs/Lookup/tblInmateHousing.csv
MEA,MEADOWS  UNIT  -ASPC EYMAN COMPLEX,inmate,inputs/Lookup/tblInmateHousing.csv
MOH,MOHAVE UNIT  -   HIGH CUSTODY   ASPC DOUGLAS,inmate,inputs/Lookup/tblInmateHousing.csv
NO,NORTH UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
PAP,"PAPAGO  ASPC DOUGLAS",inmate,inputs/Lookup/tblInmateHousing.csv
PCW,PACHECO UNIT [MIN],inmate,inputs/Lookup/tblInmateHousing.csv
PIC,PICACHO CORRECTIONAL WORK CENTER - PICACHO,inmate,inputs/Lookup/tblInmateHousing.csv
RIN,RINCON - TUCSON ASP,inmate,inputs/Lookup/tblInmateHousing.csv
RYN,RYNNING UNIT -  ASP  FLORENCE,inmate,inputs/Lookup/tblInmateHousing.csv
SC,SANTA CRUZ,inmate,inputs/Lookup/tblInmateHousing.csv
SIT,SITGRAVE -  WINSLOW  ASP,inmate,inputs/Lookup/tblInmateHousing.csv
SJ,SAN JUAN,inmate,inputs/Lookup/tblInmateHousing.csv
SMF,SANTA MARIA  - FEMALES,inmate,inputs/Lookup/tblInmateHousing.csv
SMU,SPECIAL MANAGEMENT UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
SNR,SANTA RITA - TUCSON ASP,inmate,inputs/Lookup/tblInmateHousing.csv
SP,SAN PEDRO,inmate,inputs/Lookup/tblInmateHousing.csv
SPU,SPECIAL PROGRAM UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
SU,SOUTH UNIT [MED],inmate,inputs/Lookup/tblInmateHousing.csv
WOM,WOMANS UNIT  ASP FLORENCE,inmate,inputs/Lookup/tblInmateHousing.csv
CCC,CIBOLA COUNTY CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
CNM,CENTRAL NEW MEXICO CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
GPE,GUADALUPE COUNTY CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
LAT,LA TUNA FEDERAL CORRECTIONAL INSTITUTE,inmate,inputs/Lookup/tblInmateHousing.csv
LEA,LEA COUNTY CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
NMX,SOUTHERN NEW MEXICO CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
PNM,PENITENTIARY OF NEW MEXICO,inmate,inputs/Lookup/tblInmateHousing.csv
RVS,REEVES COUNTY DETENTION FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
TCF,TORRENCE COUNTY DETENTION FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
WNM,WESTERN NEW MEXICO CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
ADI,ADIRONDACK CORRECTIONAL FACILITY                  ,inmate,inputs/Lookup/tblInmateHousing.csv
ADT,"ADULT DIAGNOSTIC & TREATMENT CENTER, AVENEL       ",inmate,inputs/Lookup/tblInmateHousing.csv
AKL,ARTHUR KILL                                       ,inmate,inputs/Lookup/tblInmateHousing.csv
ALB,ALBION                                            ,inmate,inputs/Lookup/tblInmateHousing.csv
ALT,ALTONA CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblInmateHousing.csv
ATT,ATTICA                                            ,inmate,inputs/Lookup/tblInmateHousing.csv
AUB,AUBURN                                            ,inmate,inputs/Lookup/tblInmateHousing.csv
BAR,BARE HILL CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblInmateHousing.csv
BAY,BAYVIEW                                           ,inmate,inputs/Lookup/tblInmateHousing.csv
BCJ,BERGEN COUNTY JAIL                                ,inmate,inputs/Lookup/tblInmateHousing.csv
BEA,CAMP BEACON                                       ,inmate,inputs/Lookup/tblInmateHousing.csv
BED,BEDFORD HILLS                                     ,inmate,inputs/Lookup/tblInmateHousing.csv
CCJ,CAMDEN COUNTY JAIL                                ,inmate,inputs/Lookup/tblInmateHousing.csv
CHA,CHATEAUGAY ASACTC                                 ,inmate,inputs/Lookup/tblInmateHousing.csv
CIW,"CORRECTIONAL INSTITUTION FOR WOMEN, CLINTON       ",inmate,inputs/Lookup/tblInmateHousing.csv
CLI,CLINTON CORRECTIONAL FACILITY                     ,inmate,inputs/Lookup/tblInmateHousing.csv
COL,COLLINS                                           ,inmate,inputs/Lookup/tblInmateHousing.csv
COX,COXSACKIE                                         ,inmate,inputs/Lookup/tblInmateHousing.csv
CRA,CENTRAL RECEPTION & ASSIGNMENT FACILITY           ,inmate,inputs/Lookup/tblInmateHousing.csv
CVI,CAPE VINCENT CORRECTIONAL FACILITY                ,inmate,inputs/Lookup/tblInmateHousing.csv
DOW,DOWNSTATE                                         ,inmate,inputs/Lookup/tblInmateHousing.csv
EAS,EASTERN                                           ,inmate,inputs/Lookup/tblInmateHousing.csv
EDG,EDGECOMBE                                         ,inmate,inputs/Lookup/tblInmateHousing.csv
EDN,EDNA MAHON CORR. FACILITY                         ,inmate,inputs/Lookup/tblInmateHousing.csv
ELM,ELMIRA                                            ,inmate,inputs/Lookup/tblInmateHousing.csv
FIS,FISKILL                                           ,inmate,inputs/Lookup/tblInmateHousing.csv
FRA,FRANKLIN CORRECTIONAL FACILITY                    ,inmate,inputs/Lookup/tblInmateHousing.csv
FUL,FULTON                                            ,inmate,inputs/Lookup/tblInmateHousing.csv
GAB,CAMP GABRIELS                                     ,inmate,inputs/Lookup/tblInmateHousing.csv
GEO,CAMP GEORGETOWN                                   ,inmate,inputs/Lookup/tblInmateHousing.csv
GHN,GREEN HAVEN                                       ,inmate,inputs/Lookup/tblInmateHousing.csv
GMW,GREAT MEADOW CORRECTIONAL FACILITY                ,inmate,inputs/Lookup/tblInmateHousing.csv
GOU,GOUVERNEUR CORRECTIONAL FACILITY                  ,inmate,inputs/Lookup/tblInmateHousing.csv
GRE,GREENE                                            ,inmate,inputs/Lookup/tblInmateHousing.csv
GRO,GROVELAND CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblInmateHousing.csv
HCJ,HUDSON COUNTY JAIL                                ,inmate,inputs/Lookup/tblInmateHousing.csv
HUD,HUDSON                                            ,inmate,inputs/Lookup/tblInmateHousing.csv
JMS,"JUVENILE MEDIUM SECURITY FACILITY, BORDENTOWN     ",inmate,inputs/Lookup/tblInmateHousing.csv
LIN,LINCOLN                                           ,inmate,inputs/Lookup/tblInmateHousing.csv
LKV,LAKEVIEW CORRECTIONAL FACILITY                    ,inmate,inputs/Lookup/tblInmateHousing.csv
LSA,"LSP ANCORA UNIT, HAMMONTON                        ",inmate,inputs/Lookup/tblInmateHousing.csv
LSF,"LSP MINIMUM SECURITY UNIT, LEESBURG               ",inmate,inputs/Lookup/tblInmateHousing.csv
LSP,"NJ STATE PRISON, LEESBURG                         ",inmate,inputs/Lookup/tblInmateHousing.csv
LYO,LYONS MOUNTAIN CORRECTIONAL FACILITY              ,inmate,inputs/Lookup/tblInmateHousing.csv
MCC,MONMOUTH COUNTY JAIL                              ,inmate,inputs/Lookup/tblInmateHousing.csv
MCJ,MIDDLESEX COUNTY JAIL                             ,inmate,inputs/Lookup/tblInmateHousing.csv
MMG,MOUNT MCGREGOR CORRECTIONAL FACILITY              ,inmate,inputs/Lookup/tblInmateHousing.csv
MOE,MID-ORANGE                                        ,inmate,inputs/Lookup/tblInmateHousing.csv
MON,CAMP MONTEREY                                     ,inmate,inputs/Lookup/tblInmateHousing.csv
MOR,MORIAH SHOCK INCARCERATION FACILITY               ,inmate,inputs/Lookup/tblInmateHousing.csv
MSC,"MID-STATE CORRECTIONAL FACILITY, WRIGHTSTOWN      ",inmate,inputs/Lookup/tblInmateHousing.csv
MST,MIDSTATE                                          ,inmate,inputs/Lookup/tblInmateHousing.csv
MYC,MOUNTAINVIEW YOUTH CORR. FACILITY                 ,inmate,inputs/Lookup/tblInmateHousing.csv
NSP,"NORTHERN STATE PRISON, NEWARK                     ",inmate,inputs/Lookup/tblInmateHousing.csv
NYC,NYC CORRECT'L INST'N FOR WOMEN--ROSE M. SINGER BDG,inmate,inputs/Lookup/tblInmateHousing.csv
OGB,OGDENSBURG CORRECTIONAL FACILITY                  ,inmate,inputs/Lookup/tblInmateHousing.csv
ONE,ONEIDA CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblInmateHousing.csv
ORL,ORLEANS                                           ,inmate,inputs/Lookup/tblInmateHousing.csv
OTI,OTISVILLE                                         ,inmate,inputs/Lookup/tblInmateHousing.csv
PAR,PARKSIDE                                          ,inmate,inputs/Lookup/tblInmateHousing.csv
PAS,PASSAIC COUNTY JAIL                               ,inmate,inputs/Lookup/tblInmateHousing.csv
PHA,CAMP PHARSALIA                                    ,inmate,inputs/Lookup/tblInmateHousing.csv
QUE,QUEENSBORO                                        ,inmate,inputs/Lookup/tblInmateHousing.csv
RFC,RIVERFRONT CORRECTIONAL FACILITY                  ,inmate,inputs/Lookup/tblInmateHousing.csv
RIK,RIKERS                                            ,inmate,inputs/Lookup/tblInmateHousing.csv
