"zcta","state","stab","ZIPName","pop20","afact2","afact"
"ZIP census tabulation area","State code","State abbr.","ZIP Code name","Total population (2020 Census)","state-to-zcta allocation factor","zcta-to-state allocation factor"
"01984","25","MA","Wenham, MA",4979,0.0007,1 
"01985","25","MA","West Newbury, MA",4500,0.0006,1 
"02019","25","MA","Bellingham, MA",16945,0.0024,1 
"02021","25","MA","Canton, MA",24370,0.0035,1 
"02025","25","MA","Cohasset, MA",8381,0.0012,1 
"02026","25","MA","Dedham, MA",25364,0.0036,1 
"02030","25","MA","Dover, MA",5923,0.0008,1 
"02032","25","MA","East Walpole, MA",4853,0.0007,1 
"02035","25","MA","Foxboro, MA",18618,0.0026,1 
"02038","25","MA","Franklin, MA",33261,0.0047,1 
"02043","25","MA","Hingham, MA",24272,0.0035,1 
"02045","25","MA","Hull, MA",10072,0.0014,1 
"02047","25","MA","Humarock, MA (PO boxes)",371,0.0001,1 
"02048","25","MA","Mansfield, MA",23860,0.0034,1 
"02050","25","MA","Marshfield, MA",25956,0.0037,1 
"02052","25","MA","Medfield, MA",12799,0.0018,1 
"02053","25","MA","Medway, MA",13115,0.0019,1 
"02054","25","MA","Millis, MA",8460,0.0012,1 
"02056","25","MA","Norfolk, MA",11662,0.0017,1 
"02061","25","MA","Norwell, MA",11351,0.0016,1 
"02062","25","MA","Norwood, MA",31611,0.0045,1 
"02066","25","MA","Scituate, MA",18561,0.0026,1 
"02067","25","MA","Sharon, MA",18553,0.0026,1 
"02071","25","MA","South Walpole, MA",968,0.0001,1 
"02072","25","MA","Stoughton, MA",29281,0.0042,1 
"02081","25","MA","Walpole, MA",20584,0.0029,1 
"02090","25","MA","Westwood, MA",16266,0.0023,1 
"02093","25","MA","Wrentham, MA",12178,0.0017,1 
"02108","25","MA","Boston, MA",4228,0.0006,1 
"02109","25","MA","Boston, MA",3921,0.0006,1 
"02110","25","MA","Boston, MA",2921,0.0004,1 
"02111","25","MA","Boston, MA",9716,0.0014,1 
"02113","25","MA","Boston, MA",7126,0.001,1 
"02114","25","MA","Boston, MA",14469,0.0021,1 
"02115","25","MA","Boston, MA",31604,0.0045,1 
"02116","25","MA","Boston, MA",23408,0.0033,1 
"02118","25","MA","Boston, MA",29073,0.0041,1 
"02119","25","MA","Roxbury, MA",29175,0.0042,1 
"02120","25","MA","Roxbury Crossing, MA",17578,0.0025,1 
"02121","25","MA","Dorchester, MA",28766,0.0041,1 
"02122","25","MA","Dorchester, MA",24385,0.0035,1 
"02124","25","MA","Dorchester Center, MA",50972,0.0073,1 
"02125","25","MA","Dorchester, MA",34926,0.005,1 
"02126","25","MA","Mattapan, MA",22734,0.0032,1 
"02127","25","MA","South Boston, MA",37939,0.0054,1 
"02128","25","MA","East Boston, MA",43066,0.0061,1 
"02129","25","MA","Charlestown, MA",19120,0.0027,1 
"02130","25","MA","Jamaica Plain, MA",38284,0.0054,1 
"02131","25","MA","Roslindale, MA",30544,0.0043,1 
"02132","25","MA","West Roxbury, MA",27111,0.0039,1 
"02133","25","MA","Boston, MA",56,0,1 
"02134","25","MA","Allston, MA",21707,0.0031,1 
"02135","25","MA","Brighton, MA",47232,0.0067,1 
"02136","25","MA","Hyde Park, MA",35102,0.005,1 
"02138","25","MA","Cambridge, MA",37982,0.0054,1 
"02139","25","MA","Cambridge, MA",39525,0.0056,1 
"02140","25","MA","Cambridge, MA",21447,0.0031,1 
"02141","25","MA","Cambridge, MA",15130,0.0022,1 
"02142","25","MA","Cambridge, MA",4499,0.0006,1 
"02143","25","MA","Somerville, MA",26022,0.0037,1 
"02144","25","MA","Somerville, MA",25497,0.0036,1 
"02145","25","MA","Somerville, MA",27520,0.0039,1 
"02148","25","MA","Malden, MA",66274,0.0094,1 
"02149","25","MA","Everett, MA",49075,0.007,1 
"02150","25","MA","Chelsea, MA",40721,0.0058,1 
"02151","25","MA","Revere, MA",62252,0.0089,1 
"02152","25","MA","Winthrop, MA",19316,0.0027,1 
"02155","25","MA","Medford, MA",61483,0.0087,1 
"02163","25","MA","Boston, MA",1391,0.0002,1 
"02169","25","MA","Quincy, MA",62140,0.0088,1 
"02170","25","MA","Quincy, MA",19950,0.0028,1 
"02171","25","MA","Quincy, MA",19539,0.0028,1 
"02176","25","MA","Melrose, MA",29817,0.0042,1 
"02180","25","MA","Stoneham, MA",23244,0.0033,1 
"02184","25","MA","Braintree, MA",39143,0.0056,1 
"02186","25","MA","Milton, MA",28637,0.0041,1 
"02188","25","MA","Weymouth, MA",15133,0.0022,1 
"02189","25","MA","East Weymouth, MA",15123,0.0022,1 
"02190","25","MA","South Weymouth, MA",18910,0.0027,1 
"02191","25","MA","North Weymouth, MA",8271,0.0012,1 
"02199","25","MA","Boston, MA",1574,0.0002,1 
"02205","25","MA","Boston, MA (PO boxes)",10,0,1 
"02210","25","MA","Boston, MA",5808,0.0008,1 
"02215","25","MA","Boston, MA",26926,0.0038,1 
"02301","25","MA","Brockton, MA",69418,0.0099,1 
"02302","25","MA","Brockton, MA",36202,0.0051,1 
"02322","25","MA","Avon, MA",4777,0.0007,1 
"02324","25","MA","Bridgewater, MA",25676,0.0037,1 
"02325","25","MA","Bridgewater, MA",3025,0.0004,1 
"02330","25","MA","Carver, MA",11645,0.0017,1 
"02332","25","MA","Duxbury, MA",16090,0.0023,1 
"02333","25","MA","East Bridgewater, MA",14382,0.002,1 
"02338","25","MA","Halifax, MA",7749,0.0011,1 
"02339","25","MA","Hanover, MA",14833,0.0021,1 
"02341","25","MA","Hanson, MA",10367,0.0015,1 
"02343","25","MA","Holbrook, MA",11364,0.0016,1 
"02346","25","MA","Middleboro, MA",24245,0.0034,1 
"02347","25","MA","Lakeville, MA",11523,0.0016,1 
"02350","25","MA","Monponsett, MA (PO boxes)",272,0,1 
"02351","25","MA","Abington, MA",17085,0.0024,1 
"02356","25","MA","North Easton, MA",12767,0.0018,1 
"02357","25","MA","North Easton, MA",1906,0.0003,1 
"02359","25","MA","Pembroke, MA",18361,0.0026,1 
"02360","25","MA","Plymouth, MA",61134,0.0087,1 
"02364","25","MA","Kingston, MA",13708,0.0019,1 
"02366","25","MA","South Carver, MA (PO boxes)",83,0,1 
"02367","25","MA","Plympton, MA",2930,0.0004,1 
"02368","25","MA","Randolph, MA",35025,0.005,1 
"02370","25","MA","Rockland, MA",17803,0.0025,1 
"02375","25","MA","South Easton, MA",10373,0.0015,1 
"02379","25","MA","West Bridgewater, MA",7697,0.0011,1 
"02382","25","MA","Whitman, MA",15121,0.0022,1 
"02420","25","MA","Lexington, MA",15502,0.0022,1 
"02421","25","MA","Lexington, MA",18950,0.0027,1 
"02445","25","MA","Brookline, MA",22499,0.0032,1 
"02446","25","MA","Brookline, MA",31957,0.0045,1 
"02451","25","MA","Waltham, MA",17953,0.0026,1 
"02452","25","MA","Waltham, MA",15340,0.0022,1 
"02453","25","MA","Waltham, MA",31854,0.0045,1 
"02457","25","MA","Babson Park, MA (PO boxes)",1560,0.0002,1 
"02458","25","MA","Newton, MA",12817,0.0018,1 
"02459","25","MA","Newton Center, MA",19017,0.0027,1 
"02460","25","MA","Newtonville, MA",9204,0.0013,1 
"02461","25","MA","Newton Highlands, MA",7430,0.0011,1 
"02462","25","MA","Newton Lower Falls, MA",1569,0.0002,1 
"02464","25","MA","Newton Upper Falls, MA",3193,0.0005,1 
"02465","25","MA","West Newton, MA",12415,0.0018,1 
"02466","25","MA","Auburndale, MA",8434,0.0012,1 
"02467","25","MA","Chestnut Hill, MA",22626,0.0032,1 
"02468","25","MA","Waban, MA",5713,0.0008,1 
"02472","25","MA","Watertown, MA",35392,0.005,1 
"02474","25","MA","Arlington, MA",28551,0.0041,1 
"02476","25","MA","Arlington, MA",17757,0.0025,1 
"02478","25","MA","Belmont, MA",27286,0.0039,1 
"02481","25","MA","Wellesley Hills, MA",17280,0.0025,1 
"02482","25","MA","Wellesley, MA",10710,0.0015,1 
"02492","25","MA","Needham, MA",21359,0.003,1 
"02493","25","MA","Weston, MA",11851,0.0017,1 
"02494","25","MA","Needham Heights, MA",10732,0.0015,1 
"02532","25","MA","Buzzards Bay, MA",13411,0.0019,1 
"02534","25","MA","Cataumet, MA (PO boxes)",899,0.0001,1 
"02535","25","MA","Chilmark, MA",1651,0.0002,1 
"02536","25","MA","East Falmouth, MA",19993,0.0028,1 
"02537","25","MA","East Sandwich, MA",6178,0.0009,1 
"02538","25","MA","East Wareham, MA",4428,0.0006,1 
"02539","25","MA","Edgartown, MA",5168,0.0007,1 
"02540","25","MA","Falmouth, MA",8450,0.0012,1 
"02542","25","MA","Buzzards Bay, MA",793,0.0001,1 
"02543","25","MA","Woods Hole, MA",756,0.0001,1 
"02553","25","MA","Monument Beach, MA (PO boxes)",164,0,1 
"02554","25","MA","Nantucket, MA",13517,0.0019,1 
"02556","25","MA","North Falmouth, MA",3338,0.0005,1 
"02557","25","MA","Oak Bluffs, MA (PO boxes)",2372,0.0003,1 
"02558","25","MA","Onset, MA (PO boxes)",2178,0.0003,1 
"02559","25","MA","Pocasset, MA",3388,0.0005,1 
"02561","25","MA","Sagamore, MA (PO boxes)",712,0.0001,1 
"02562","25","MA","Sagamore Beach, MA",3204,0.0005,1 
"02563","25","MA","Sandwich, MA",10070,0.0014,1 
"02564","25","MA","Siasconset, MA (PO boxes)",703,0.0001,1 
"02568","25","MA","Vineyard Haven, MA",8172,0.0012,1 
"02571","25","MA","Wareham, MA",10858,0.0015,1 
"02575","25","MA","West Tisbury, MA (PO boxes)",3167,0.0005,1 
"02576","25","MA","West Wareham, MA",3957,0.0006,1 
"02584","25","MA","Nantucket, MA (PO boxes)",35,0,1 
"02601","25","MA","Hyannis, MA",16487,0.0023,1 
"02630","25","MA","Barnstable, MA",1956,0.0003,1 
"02631","25","MA","Brewster, MA",10178,0.0014,1 
"02632","25","MA","Centerville, MA",11475,0.0016,1 
"02633","25","MA","Chatham, MA",4664,0.0007,1 
"02635","25","MA","Cotuit, MA",3632,0.0005,1 
"02637","25","MA","Cummaquid, MA (PO boxes)",267,0,1 
"02638","25","MA","Dennis, MA",2968,0.0004,1 
"02639","25","MA","Dennis Port, MA",3238,0.0005,1 
"02641","25","MA","East Dennis, MA (PO boxes)",332,0,1 
"02642","25","MA","Eastham, MA",5752,0.0008,1 
"02643","25","MA","East Orleans, MA (PO boxes)",13,0,1 
"02644","25","MA","Forestdale, MA",3954,0.0006,1 
"02645","25","MA","Harwich, MA",10436,0.0015,1 
"02646","25","MA","Harwich Port, MA",1926,0.0003,1 
"02647","25","MA","Hyannis Port, MA (PO boxes)",136,0,1 
"02648","25","MA","Marstons Mills, MA",7325,0.001,1 
"02649","25","MA","Mashpee, MA",15060,0.0021,1 
"02650","25","MA","North Chatham, MA",829,0.0001,1 
"02652","25","MA","North Truro, MA (PO boxes)",1402,0.0002,1 
"02653","25","MA","Orleans, MA",6307,0.0009,1 
"02655","25","MA","Osterville, MA",3591,0.0005,1 
"02657","25","MA","Provincetown, MA",3664,0.0005,1 
"02659","25","MA","South Chatham, MA",1100,0.0002,1 
"02660","25","MA","South Dennis, MA",6662,0.0009,1 
"02663","25","MA","South Wellfleet, MA (PO boxes)",257,0,1 
"02664","25","MA","South Yarmouth, MA",9935,0.0014,1 
"02666","25","MA","Truro, MA (PO boxes)",1052,0.0001,1 
"02667","25","MA","Wellfleet, MA",3309,0.0005,1 
"02668","25","MA","West Barnstable, MA",3222,0.0005,1 
"02670","25","MA","West Dennis, MA",1463,0.0002,1 
"02671","25","MA","West Harwich, MA",1216,0.0002,1 
"02672","25","MA","West Hyannisport, MA (PO boxes)",297,0,1 
"02673","25","MA","West Yarmouth, MA",8892,0.0013,1 
"02675","25","MA","Yarmouth Port, MA",6712,0.001,1 
"02702","25","MA","Assonet, MA",4267,0.0006,1 
"02703","25","MA","Attleboro, MA",46389,0.0066,1 
"02713","25","MA","Cuttyhunk, MA (PO boxes)",39,0,1 
"02715","25","MA","Dighton, MA",4036,0.0006,1 
"02717","25","MA","East Freetown, MA",4951,0.0007,1 
"02718","25","MA","East Taunton, MA",6882,0.001,1 
"02719","25","MA","Fairhaven, MA",15924,0.0023,1 
"02720","25","MA","Fall River, MA",31209,0.0044,1 
"02721","25","MA","Fall River, MA",28075,0.004,1 
"02723","25","MA","Fall River, MA",16084,0.0023,1 
"02724","25","MA","Fall River, MA",18050,0.0026,1 
"02725","25","MA","Somerset, MA",2632,0.0004,1 
"02726","25","MA","Somerset, MA",15671,0.0022,1 
"02738","25","MA","Marion, MA",5347,0.0008,1 
"02739","25","MA","Mattapoisett, MA",6508,0.0009,1 
"02740","25","MA","New Bedford, MA",45166,0.0064,1 
"02743","25","MA","Acushnet, MA",10434,0.0015,1 
"02744","25","MA","New Bedford, MA",13055,0.0019,1 
"02745","25","MA","New Bedford, MA",25336,0.0036,1 
"02746","25","MA","New Bedford, MA",17355,0.0025,1 
"02747","25","MA","North Dartmouth, MA",22326,0.0032,1 
"02748","25","MA","South Dartmouth, MA",11888,0.0017,1 
"02760","25","MA","North Attleboro, MA",28716,0.0041,1 
"02762","25","MA","Plainville, MA",9945,0.0014,1 
"02763","25","MA","Attleboro Falls, MA",2118,0.0003,1 
"02764","25","MA","North Dighton, MA",4081,0.0006,1 
"02766","25","MA","Norton, MA",19202,0.0027,1 
"02767","25","MA","Raynham, MA",15376,0.0022,1 
"02769","25","MA","Rehoboth, MA",12521,0.0018,1 
"02770","25","MA","Rochester, MA",5560,0.0008,1 
"02771","25","MA","Seekonk, MA",15512,0.0022,1 
"02777","25","MA","Swansea, MA",17133,0.0024,1 
"02779","25","MA","Berkley, MA",6764,0.001,1 
"02780","25","MA","Taunton, MA",52299,0.0074,1 
"02790","25","MA","Westport, MA",16458,0.0023,1 
"02791","25","MA","Westport Point, MA (PO boxes)",312,0,1 
"02802","44","RI","Albion, RI (PO boxes)",814,0.0007,1 
"02804","44","RI","Ashaway, RI",2782,0.0025,1 
"02806","44","RI","Barrington, RI",17153,0.0156,1 
"02807","44","RI","Block Island, RI (PO boxes)",1410,0.0013,1 
"02808","44","RI","Bradford, RI",2332,0.0021,1 
"02809","44","RI","Bristol, RI",22493,0.0205,1 
"02812","44","RI","Carolina, RI",1220,0.0011,1 
"02813","44","RI","Charlestown, RI",8021,0.0073,1 
"02814","44","RI","Chepachet, RI",7549,0.0069,1 
"02815","44","RI","Clayville, RI",247,0.0002,1 
"02816","44","RI","Coventry, RI",33206,0.0303,1 
"02817","44","RI","West Greenwich, RI",6528,0.0059,1 
"02818","44","RI","East Greenwich, RI",19907,0.0181,1 
"02822","44","RI","Exeter, RI",5960,0.0054,1 
"02823","44","RI","Fiskeville, RI (PO boxes)",151,0.0001,1 
"02824","44","RI","Forestdale, RI (PO boxes)",404,0.0004,1 
"02825","44","RI","Foster, RI",5265,0.0048,1 
"02826","44","RI","Glendale, RI (PO boxes)",822,0.0007,1 
"02827","44","RI","Greene, RI",2224,0.002,1 
"02828","44","RI","Greenville, RI",7469,0.0068,1 
"02829","44","RI","Harmony, RI (PO boxes)",122,0.0001,1 
"02830","44","RI","Harrisville, RI",6474,0.0059,1 
"02831","44","RI","Hope, RI",3860,0.0035,1 
"02832","44","RI","Hope Valley, RI",4887,0.0045,1 
"02833","44","RI","Hopkinton, RI",469,0.0004,1 
"02835","44","RI","Jamestown, RI",5559,0.0051,1 
"02836","44","RI","Kenyon, RI",158,0.0001,1 
"02837","44","RI","Little Compton, RI",3616,0.0033,1 
"02838","44","RI","Manville, RI",3801,0.0035,1 
"02839","44","RI","Mapleville, RI",1870,0.0017,1 
"02840","44","RI","Newport, RI",23902,0.0218,1 
"02841","44","RI","Newport, RI",1220,0.0011,1 
"02842","44","RI","Middletown, RI",17115,0.0156,1 
"02852","44","RI","North Kingstown, RI",23579,0.0215,1 
"02857","44","RI","North Scituate, RI",8339,0.0076,1 
"02858","44","RI","Oakland, RI",580,0.0005,1 
"02859","44","RI","Pascoag, RI",6701,0.0061,1 
"02860","44","RI","Pawtucket, RI",47894,0.0436,1 
"02861","25","MA","Pawtucket, RI",72,0,0.0026 
"02861","44","RI","Pawtucket, RI",27761,0.0253,0.9974 
"02863","44","RI","Central Falls, RI",22596,0.0206,1 
"02864","44","RI","Cumberland, RI",36376,0.0331,1 
"02865","44","RI","Lincoln, RI",17902,0.0163,1 
"02871","44","RI","Portsmouth, RI",17640,0.0161,1 
"02872","44","RI","Prudence Island, RI (PO boxes)",231,0.0002,1 
"02873","44","RI","Rockville, RI (PO boxes)",266,0.0002,1 
"02874","44","RI","Saunderstown, RI",6137,0.0056,1 
"02875","44","RI","Shannock, RI",350,0.0003,1 
"02876","44","RI","Slatersville, RI",753,0.0007,1 
"02878","44","RI","Tiverton, RI",16359,0.0149,1 
"02879","44","RI","Wakefield, RI",20982,0.0191,1 
"02881","44","RI","Kingston, RI",8443,0.0077,1 
"02882","44","RI","Narragansett, RI",12919,0.0118,1 
"02885","44","RI","Warren, RI",11147,0.0102,1 
"02886","44","RI","Warwick, RI",29373,0.0268,1 
"02888","44","RI","Warwick, RI",19578,0.0178,1 
"02889","44","RI","Warwick, RI",28277,0.0258,1 
"02891","44","RI","Westerly, RI",21803,0.0199,1 
"02892","44","RI","West Kingston, RI",5420,0.0049,1 
"02893","44","RI","West Warwick, RI",31030,0.0283,1 
"02894","44","RI","Wood River Junction, RI",814,0.0007,1 
"02895","44","RI","Woonsocket, RI",43269,0.0394,1 
"02896","44","RI","North Smithfield, RI",11154,0.0102,1 
"02898","44","RI","Wyoming, RI",1887,0.0017,1 
"02903","44","RI","Providence, RI",13264,0.0121,1 
"02904","44","RI","Providence, RI",31542,0.0287,1 
"02905","44","RI","Providence, RI",26334,0.024,1 
"02906","44","RI","Providence, RI",25559,0.0233,1 
"02907","44","RI","Providence, RI",29827,0.0272,1 
"02908","44","RI","Providence, RI",38507,0.0351,1 
"02909","44","RI","Providence, RI",46119,0.042,1 
"02910","44","RI","Cranston, RI",21907,0.02,1 
"02911","44","RI","North Providence, RI",16384,0.0149,1 
"02912","44","RI","Providence, RI",4739,0.0043,1 
"02914","44","RI","East Providence, RI",22140,0.0202,1 
"02915","44","RI","Riverside, RI",16603,0.0151,1 
"02916","44","RI","Rumford, RI",8350,0.0076,1 
"02917","44","RI","Smithfield, RI",14738,0.0134,1 
"02918","44","RI","Providence, RI",3125,0.0028,1 
"02919","44","RI","Johnston, RI",29473,0.0269,1 
"02920","44","RI","Cranston, RI",37791,0.0344,1 
"02921","44","RI","Cranston, RI",12406,0.0113,1 
"03031","33","NH","Amherst, NH",11763,0.0085,1 
"03032","33","NH","Auburn, NH",5930,0.0043,1 
"03033","33","NH","Brookline, NH",5639,0.0041,1 
"03034","33","NH","Candia, NH",4066,0.003,1 
"03036","33","NH","Chester, NH",5251,0.0038,1 
"03037","33","NH","Deerfield, NH",4802,0.0035,1 
"03038","33","NH","Derry, NH",34482,0.025,1 
"03042","33","NH","Epping, NH",7146,0.0052,1 
"03043","33","NH","Francestown, NH",1610,0.0012,1 
"03044","33","NH","Fremont, NH",4739,0.0034,1 
"03045","33","NH","Goffstown, NH",14107,0.0102,1 
"03046","33","NH","Dunbarton, NH",3005,0.0022,1 
"03047","33","NH","Greenfield, NH",1727,0.0013,1 
"03048","33","NH","Greenville, NH",3353,0.0024,1 
"03049","33","NH","Hollis, NH",8342,0.0061,1 
"03051","33","NH","Hudson, NH",25394,0.0184,1 
"03052","33","NH","Litchfield, NH",8478,0.0062,1 
"03053","33","NH","Londonderry, NH",25646,0.0186,1 
"03054","33","NH","Merrimack, NH",26622,0.0193,1 
"03055","33","NH","Milford, NH",16120,0.0117,1 
"03057","33","NH","Mont Vernon, NH",2612,0.0019,1 
"03060","33","NH","Nashua, NH",31251,0.0227,1 
"03062","33","NH","Nashua, NH",28966,0.021,1 
"03063","33","NH","Nashua, NH",16036,0.0116,1 
"03064","33","NH","Nashua, NH",15069,0.0109,1 
"03070","33","NH","New Boston, NH",6134,0.0045,1 
"03071","33","NH","New Ipswich, NH",5198,0.0038,1 
"03076","33","NH","Pelham, NH",14222,0.0103,1 
"03077","33","NH","Raymond, NH",10684,0.0078,1 
"03079","33","NH","Salem, NH",30095,0.0218,1 
"03082","33","NH","Lyndeborough, NH",1621,0.0012,1 
"03084","33","NH","Temple, NH",1382,0.001,1 
"03086","33","NH","Wilton, NH",3982,0.0029,1 
"03087","33","NH","Windham, NH",15817,0.0115,1 
"03101","33","NH","Manchester, NH",3885,0.0028,1 
"03102","33","NH","Manchester, NH",33396,0.0242,1 
"03103","33","NH","Manchester, NH",38039,0.0276,1 
"03104","33","NH","Manchester, NH",34324,0.0249,1 
"03106","33","NH","Hooksett, NH",14799,0.0107,1 
"03109","33","NH","Manchester, NH",10580,0.0077,1 
"03110","33","NH","Bedford, NH",23322,0.0169,1 
"03215","33","NH","Waterville Valley, NH (PO boxes)",510,0.0004,1 
"03216","33","NH","Andover, NH",2327,0.0017,1 
"03217","33","NH","Ashland, NH",1938,0.0014,1 
"03218","33","NH","Barnstead, NH",1116,0.0008,1 
"03220","33","NH","Belmont, NH",7368,0.0053,1 
"03221","33","NH","Bradford, NH",2307,0.0017,1 
"03222","33","NH","Bristol, NH",5743,0.0042,1 
"03223","33","NH","Campton, NH",3410,0.0025,1 
"03224","33","NH","Canterbury, NH",2368,0.0017,1 
"03225","33","NH","Center Barnstead, NH",3799,0.0028,1 
"03226","33","NH","Center Harbor, NH",1145,0.0008,1 
"03227","33","NH","Center Sandwich, NH",1113,0.0008,1 
"03229","33","NH","Contoocook, NH",5919,0.0043,1 
"03230","33","NH","Danbury, NH",1256,0.0009,1 
"03231","33","NH","East Andover, NH (PO boxes)",85,0.0001,1 
"03233","33","NH","Elkins, NH",115,0.0001,1 
"03234","33","NH","Epsom, NH",4817,0.0035,1 
"03235","33","NH","Franklin, NH",8856,0.0064,1 
"03237","33","NH","Gilmanton, NH",2478,0.0018,1 
"03238","33","NH","Glencliff, NH (PO boxes)",44,0,1 
"03240","33","NH","Grafton, NH",1385,0.001,1 
"03241","33","NH","Hebron, NH",953,0.0007,1 
"03242","33","NH","Henniker, NH",6185,0.0045,1 
"03243","33","NH","Hill, NH",1076,0.0008,1 
"03244","33","NH","Hillsborough, NH",8001,0.0058,1 
"03245","33","NH","Holderness, NH",2017,0.0015,1 
"03246","33","NH","Laconia, NH",16905,0.0123,1 
"03249","33","NH","Gilford, NH",7698,0.0056,1 
"03251","33","NH","Lincoln, NH",1631,0.0012,1 
"03253","33","NH","Meredith, NH",6558,0.0048,1 
"03254","33","NH","Moultonborough, NH",4910,0.0036,1 
"03255","33","NH","Newbury, NH",2158,0.0016,1 
"03256","33","NH","New Hampton, NH",2373,0.0017,1 
"03257","33","NH","New London, NH",4513,0.0033,1 
"03258","33","NH","Chichester, NH",2625,0.0019,1 
"03259","33","NH","North Sandwich, NH",236,0.0002,1 
"03260","33","NH","North Sutton, NH (PO boxes)",798,0.0006,1 
"03261","33","NH","Northwood, NH",4685,0.0034,1 
"03262","33","NH","North Woodstock, NH",1362,0.001,1 
"03263","33","NH","Pittsfield, NH",4094,0.003,1 
"03264","33","NH","Plymouth, NH",7054,0.0051,1 
"03266","33","NH","Rumney, NH",2098,0.0015,1 
"03268","33","NH","Salisbury, NH",1236,0.0009,1 
"03269","33","NH","Sanbornton, NH",3026,0.0022,1 
"03273","33","NH","South Sutton, NH (PO boxes)",259,0.0002,1 
"03275","33","NH","Suncook, NH",11946,0.0087,1 
"03276","33","NH","Tilton, NH",8766,0.0064,1 
"03278","33","NH","Warner, NH",3126,0.0023,1 
"03279","33","NH","Warren, NH",781,0.0006,1 
"03280","33","NH","Washington, NH",1195,0.0009,1 
"03281","33","NH","Weare, NH",9092,0.0066,1 
"03282","33","NH","Wentworth, NH",845,0.0006,1 
"03284","33","NH","Springfield, NH",902,0.0007,1 
"03285","33","NH","Thornton, NH",2708,0.002,1 
"03287","33","NH","Wilmot, NH",1407,0.001,1 
"03290","33","NH","Nottingham, NH",5129,0.0037,1 
"03291","33","NH","West Nottingham, NH",73,0.0001,1 
"03293","33","NH","Woodstock, NH (PO boxes)",72,0.0001,1 
"03301","33","NH","Concord, NH",33352,0.0242,1 
"03303","33","NH","Concord, NH",16516,0.012,1 
"03304","33","NH","Bow, NH",8229,0.006,1 
"03307","33","NH","Loudon, NH",5600,0.0041,1 
"03431","33","NH","Keene, NH",24978,0.0181,1 
"03440","33","NH","Antrim, NH",2726,0.002,1 
"03441","33","NH","Ashuelot, NH",354,0.0003,1 
"03442","33","NH","Bennington, NH",1501,0.0011,1 
"03443","33","NH","Chesterfield, NH",616,0.0004,1 
"03444","33","NH","Dublin, NH",1508,0.0011,1 
